#ff65a389,#ff6984a3,#ff97a4a2,#ffd3a080
36116.600762671136,12120.617002029194,3038.495994202147,501.1401685444482
36015.175453981436,11231.316827855004,2632.552034502862,426.51553905168805
35908.31639444529,10747.401901020157,2382.1369982169945,372.4668455790159
35786.63146930291,10472.971676952136,2230.0644134827035,335.27879452524184
35666.219855151416,10529.846978707663,2160.0550494981917,312.0057238665853
35585.98655595038,10509.794503407607,2123.201350269526,297.90608764516816
35489.68998792289,10455.039751557188,2099.3840174864768,289.26444844982706
35397.7011647075,16835.87277707506,2725.4927450048217,326.7893292997823
35285.4355050026,15025.631614243153,2856.086551880538,354.2799490558451
35168.69962318266,13860.103530382055,2804.5614774678256,364.5816031935129
35048.93904950204,13049.16419464655,2697.6348683033675,362.5860374002404
34932.16018706102,12443.509543853408,2583.9927079086033,353.99303074547873
34803.20400853078,11969.137407693968,2480.131806292076,342.755029780022
34713.99069784889,11591.88404884519,2390.7344112204573,331.1611937410953
34598.86840086978,11278.698187762866,2314.939433634895,320.29855173913256
34502.66262276397,11017.970218383876,2251.1575610970094,310.604397333144
34410.25266886979,10798.664892583321,2197.4950044810157,302.17080674166846
34315.653823190994,10611.745393528001,2152.106227558651,294.9204724743478
34189.90378888353,10446.33191620565,2112.986157561874,288.68073263247976
34096.88760426393,10305.263204879653,2079.419425616093,283.31744490335586
33998.19356951223,10182.532690731528,2050.449878852035,278.6996340754998
33894.719409278805,10074.23216493804,2025.2111342629926,274.70390821727415
33812.26556256716,9981.33107326413,2003.3682482262006,271.2461855534149
33728.53875882298,9900.118159963891,1984.3837640208028,268.2485045135254
33648.674211709455,9830.575136353938,1931.2135089631613,263.1960534047624
33529.15584646546,9762.508654011519,1903.471017913332,258.81567063350514
33435.749727035975,9701.457795901219,1888.2438983463844,255.60778135474197
33359.356528999735,9648.385961740782,1879.3369430099342,253.40854420725196
33257.48163209004,9597.404455833406,1873.189830066576,251.8980859742064
33185.76959156564,9553.31351714697,1868.5924276756627,250.835591420452
33090.526468306554,9510.527841406707,1864.4710974130187,250.02889677900262
32988.51989309172,9468.516599092805,1860.300970753763,249.34684081058225
32909.708876544435,10085.075415389636,1847.8045059315475,248.1706170539493
32805.122498285775,9901.928956788906,1836.3468403073316,246.81673709086084
32702.197415524177,9764.993264816418,1827.797798326812,245.56842560135567
32615.102649856235,9657.963271828521,1821.9283912597211,244.5519905646099
32558.8108136028,9574.21667158294,1818.2859225919856,243.8003301987004
32469.976249316926,9500.629701473674,1815.607383752102,243.24548099355786
32368.359226892546,9433.094910844957,1813.0444300543486,242.79676245247543
32286.847200745447,9373.964605111752,1810.5445430230939,242.40532427796285
32194.6616075641,9319.53981246563,1807.8468014271396,242.0293027662468
32117.63128554887,9271.449191355134,1805.0800704085425,241.6563787101315
32027.240910878932,9226.082035672714,1802.045780111334,241.26712117758944
31962.885352346137,9187.089183112168,1799.0811562568854,240.8743530343297
31863.036516155356,9147.232982231926,1795.7072194364907,240.45247333651147
31784.156579479688,9110.884084374129,1792.1696894227387,240.00510418438475
31707.85430515876,9077.448422918165,1788.575926454923,239.5412320020803
31615.86401200915,9044.114863494213,1784.709504403333,239.05088525730952
31521.6178448649,9010.893347688563,1780.5379181068088,238.52690571583892
31419.408240798064,8977.045398489663,1775.9991436153155,237.96156891730766
31343.67707108407,8947.548305334063,1771.5148345254377,237.3791936619745
31241.280445470882,15759.620043956616,1692.877356244387,231.83230496843936
31176.60002093602,13937.742330893594,1624.472719499283,224.48706699006058
31088.85529709689,5017899.751845086,1261.4989821925813,196.55525905370806
31009.516040651248,2522889.09791344,917.4975591126118,159.5981723675329
30928.20004568395,1275336.5055669877,665.551131890678,124.28090117621616
30810.676579841183,651476.2375997673,501.0645681228941,95.6288789584011
30723.946634280772,339440.15600959276,402.25033126156256,74.69866209740199
30631.977776008298,183255.488954304,349.3963603984612,60.701081924219906
30538.951205357404,104898.09580864069,329.8602976592081,52.396607713044816
30455.681139862096,65303.22631735958,338.23729960030545,48.804243777877495
30408.034433849098,44915.98247940436,373.68334165911995,49.37708225875467
30333.01103907417,33945.829555809025,435.97191790823626,53.8265307911562
30276.42838809614,28793.308757325452,216.89873415582014,41.40959603955192
30211.097576278233,27437.348027265878,107.90846599504879,27.916812457925978
30148.112211964046,26727.428183203203,53.68513135276936,17.546428159030228
30073.986878187083,26333.027616849897,24.778809201920918,10.429294573721098
29999.155655645227,26094.42857169008,12.389404600960459,0.0
29957.925454407527,25951.702419563026,6.1947023004802295,0.0
29893.47801223185,25844.23088629515,3.0973511502401148,0.0
29843.284339567766,25755.663942008472,0.0,0.0
29793.422282840475,25683.898531261057,0.0,0.0
29770.263162164047,25629.356961630074,0.0,0.0
29715.15840298895,25568.076227548907,0.0,0.0
29693.471648054627,25521.979831113797,0.0,0.0
29625.366759090164,25464.701287054828,0.0,0.0
29555.909165333927,25399.605003778284,0.0,0.0
29513.047687675044,25339.102781281523,0.0,0.0
29443.141550912038,25272.06871054921,0.0,0.0
29375.515474185275,25202.795756435913,0.0,0.0
29303.526370776515,25125.14621366927,0.0,0.0
29263.209095840833,25062.283154839006,0.0,0.0
29198.545602181526,24992.839826024992,0.0,0.0
29147.95034397453,24926.93720214185,0.0,0.0
29088.22695540297,24856.721154516046,0.0,0.0
29067.849902246748,24804.255876248146,0.0,0.0
29012.517341215513,24745.75391429432,0.0,0.0
28943.656752355426,24681.34907309846,0.0,0.0
28873.947953728348,24607.498279337993,0.0,0.0
28807.85115283191,24537.24567180294,0.0,0.0
28755.5946286946,24473.713554533675,0.0,0.0
28695.308252931383,24409.699852283415,0.0,0.0
28624.258264657023,24334.923473960313,0.0,0.0
28567.73587804437,24266.12340430332,0.0,0.0
28507.21461089785,24193.03996976667,0.0,0.0
28451.812558051104,24127.72349000167,0.0,0.0
28379.288823603387,24054.266743994755,0.0,0.0
28342.503782364947,23992.228644217914,0.0,0.0
28299.65098147867,23931.117034561943,0.0,0.0
28227.341439472966,23862.890905984354,0.0,0.0
28167.209960900756,23789.06080708473,0.0,0.0
28105.120376734754,23714.665692396284,0.0,0.0
28040.350579800706,23639.077621008993,0.0,0.0
27997.3844485575,23569.789725504557,0.0,0.0
27941.498857189494,23502.671814952086,0.0,0.0
27876.918967511705,23434.810152430833,0.0,0.0
27818.589874054924,23366.322250605568,0.0,0.0
27757.54388048553,23297.071800640635,0.0,0.0
27723.676673825717,23244.30400301535,0.0,0.0
27676.95685952631,23193.26704217358,0.0,0.0
27637.24881023607,23139.829769386273,0.0,0.0
27588.27565483521,23079.221591847025,0.0,0.0
27544.746121397133,23021.155224211776,0.0,0.0
27500.968336555743,22963.606817222742,0.0,0.0
27441.056556522384,22898.09499455811,0.0,0.0
27394.206672452747,22837.697274520342,0.0,0.0
27373.2106704493,22788.42926820772,0.0,0.0
27336.865217474,22743.134879182016,0.0,0.0
27289.230029143077,22692.20163675798,0.0,0.0
27249.34408890189,22638.076595465165,0.0,0.0
27203.646629957846,22583.186505370122,0.0,0.0
27169.54827159024,22529.937609571814,0.0,0.0
27113.713900187926,22474.67695446228,0.0,0.0
27081.001065930166,22423.165793959994,0.0,0.0
27019.82734872804,22365.413896253245,0.0,0.0
26980.020859267097,22306.588788164423,0.0,0.0
26918.919205381946,22237.006144520885,0.0,0.0
26875.10848128669,22173.60933817807,0.0,0.0
26850.43146200195,22121.073255582894,0.0,0.0
26805.64514980794,22062.35324338691,0.0,0.0
26769.171921303598,22005.01886604871,0.0,0.0
26735.429941520386,21953.560710486334,0.0,0.0
26698.28626878141,21899.36238896737,0.0,0.0
26628.988174517603,21835.351927054733,0.0,0.0
26579.611131812013,21777.924618089397,0.0,0.0
26523.51591617323,21716.580725225314,0.0,0.0
26489.45592956808,21668.78180667411,0.0,0.0
26451.230242411726,21622.65805189466,0.0,0.0
26410.49529379572,21575.98065634714,0.0,0.0
26363.811232044274,21527.32312189393,0.0,0.0
26315.45097475472,21474.42252607069,0.0,0.0
26289.689753752933,21428.73215166598,0.0,0.0
26240.56037839144,21378.541314351864,0.0,0.0
26201.087048213605,21326.474247049857,0.0,0.0
26165.242018971578,21273.5302145821,0.0,0.0
26158.368210205623,21234.075688552803,0.0,0.0
26114.772095567947,21182.704162437258,0.0,0.0
26075.858732733675,21132.585391661247,0.0,0.0
26036.248233910206,21080.41035771877,0.0,0.0
25996.197234062794,21025.168020465397,0.0,0.0
25941.878118114193,20966.922758679986,0.0,0.0
25916.532696297327,20920.50452423784,0.0,0.0
25903.957630313165,20886.00322241258,0.0,0.0
25869.55228474693,20846.4861113724,0.0,0.0
25842.160877512928,20806.7713580505,0.0,0.0
25820.96479078375,20766.765237411146,0.0,0.0
25785.025540719653,20726.180119811816,0.0,0.0
25757.176892293297,20687.745604408527,0.0,0.0
25724.52821071779,20647.027550330502,0.0,0.0
25702.67710827548,20608.01810241989,0.0,0.0
25674.176582540735,20565.93064991436,0.0,0.0
25639.637588188903,20523.71156475922,0.0,0.0
25580.27404320742,20463.198941340845,0.0,0.0
25541.590893085446,20406.6045081972,0.0,0.0
25497.17810383895,20348.521164977286,0.0,0.0
25478.99596624358,20303.19941107147,0.0,0.0
25452.88367052,20259.55440797453,0.0,0.0
25434.99298026947,20227.97782751302,0.0,0.0
25398.885398990868,20188.431457433908,0.0,0.0
25363.135762441103,20145.333258090766,0.0,0.0
25314.945031072722,20097.034303427852,0.0,0.0
25293.134353651716,20054.742822281063,0.0,0.0
25276.31803945707,20017.493393044468,0.0,0.0
25231.960590257535,19974.824992406764,0.0,0.0
25198.541607357303,19932.900320986224,0.0,0.0
25173.759142166145,19895.88893939678,0.0,0.0
25132.103372936806,19853.72720508672,0.0,0.0
25117.46556473807,19819.86931884799,0.0,0.0
25061.723719998918,19773.878650055045,0.0,0.0
25001.65479104432,19718.047823362733,0.0,0.0
24976.131806719604,19667.979849187654,0.0,0.0
24931.856714258778,19616.077761070115,0.0,0.0
24897.505708997403,19570.519539347442,0.0,0.0
24882.460189624475,19539.518213695308,0.0,0.0
24849.03146030312,19505.6067971318,0.0,0.0
24835.416690345584,19472.73886561736,0.0,0.0
24792.99493241471,19431.509507931947,0.0,0.0
24766.90485227946,19394.519680676476,0.0,0.0
24737.7240033116,19352.771113466217,0.0,0.0
24713.617067228406,19312.153599333535,0.0,0.0
24688.998412580506,19274.849751372312,0.0,0.0
24651.56454687335,19233.532899114653,0.0,0.0
24649.13184452807,19207.907987643917,0.0,0.0
24622.653703415326,19176.50360352453,0.0,0.0
24582.459804669357,19137.638739042693,0.0,0.0
24551.051500664824,19094.914190483334,0.0,0.0
24552.544035954637,19065.550639815556,0.0,0.0
24554.54333478169,19043.43522754646,0.0,0.0
24502.906235683055,19003.51538755937,0.0,0.0
24475.666481423144,18960.90057544334,0.0,0.0
24466.034681737172,18929.92090191838,0.0,0.0
24439.652549942406,18896.895234783322,0.0,0.0
24408.614135164706,18857.608070609887,0.0,0.0
24373.727670244793,18810.98704730101,0.0,0.0
24361.73874949711,18774.917801139072,0.0,0.0
24344.53042853458,18743.59756973695,0.0,0.0
24320.298451470164,18710.21615588411,0.0,0.0
24293.173290599,18674.54974794398,0.0,0.0
24250.12063305347,18633.366329284832,0.0,0.0
24241.226966312795,18606.892910647366,0.0,0.0
24216.04911733233,18576.41161688923,0.0,0.0
24188.717418094104,18543.54234203158,0.0,0.0
24152.19278880293,18506.61103323109,0.0,0.0
24129.17473904764,18475.307692919847,0.0,0.0
24121.4124314705,18449.329197603147,0.0,0.0
24093.759913685328,18421.374492896382,0.0,0.0
24080.415721313573,18400.570417568648,0.0,0.0
24066.625391567704,18377.951091238814,0.0,0.0
24069.784423363355,18359.026483828748,0.0,0.0
24043.663934048127,18334.496972631918,0.0,0.0
24045.011883180392,18314.09186158754,0.0,0.0
24040.06893921998,18292.528519202653,0.0,0.0
24007.589444047044,18259.28352386573,0.0,0.0
23988.42280596616,18230.081018820383,0.0,0.0
23973.776138960056,18207.619159178004,0.0,0.0
23956.657271492346,18178.848425016175,0.0,0.0
23927.203346027276,18144.533579731567,0.0,0.0
23910.505374314485,18115.57444107228,0.0,0.0
23887.9518535017,18087.43098405747,0.0,0.0
23878.722475555725,18061.795865705277,0.0,0.0
23879.815191659007,18043.75008847008,0.0,0.0
23869.739582579467,18025.171311381215,0.0,0.0
23843.214939940914,18000.57664817563,0.0,0.0
23806.799209982175,17969.494176330565,0.0,0.0
23801.827019091932,17942.551532948193,0.0,0.0
23796.821404445494,17918.225022751394,0.0,0.0
23787.79677922607,17892.43257249523,0.0,0.0
23772.971877004376,17867.285757798963,0.0,0.0
23741.278697364894,17829.912799597096,0.0,0.0
23711.88094711385,17795.330675696143,0.0,0.0
23719.48556641145,17775.48055728851,0.0,0.0
23676.59698329318,17736.503165819126,0.0,0.0
23658.745760550708,17707.993789331762,0.0,0.0
23621.050192250485,17668.18604032357,0.0,0.0
23603.838821287776,17636.32609803041,0.0,0.0
23592.838792283204,17609.936264642758,0.0,0.0
23626.426642006132,17607.26771660819,0.0,0.0
23607.557180149543,17595.26723401903,0.0,0.0
23586.489227701117,17569.15471386448,0.0,0.0
23574.20261682954,17548.217549085708,0.0,0.0
23559.62115472415,17521.695068585323,0.0,0.0
23544.219660701474,17491.109431983023,0.0,0.0
23527.160195141663,17458.826587448042,0.0,0.0
23502.688462870417,17423.11776894087,0.0,0.0
23481.43180914088,17391.11832423537,0.0,0.0
23458.262200646685,17358.34370481216,0.0,0.0
23448.87778719151,17333.653093934783,0.0,0.0
23432.650037463973,17310.638216155523,0.0,0.0
23396.163228720434,17280.064116075715,0.0,0.0
23354.887854908484,17243.01194411567,0.0,0.0
23336.406806469087,17206.932288165404,0.0,0.0
23309.59290922616,17170.351268803865,0.0,0.0
23275.431399451412,17131.022790313298,0.0,0.0
23273.921123981676,17102.679264815244,0.0,0.0
23274.109969998422,17087.493459039797,0.0,0.0
23266.608682185335,17073.58551754297,0.0,0.0
23253.239542183266,17050.27228689356,0.0,0.0
23239.353862209842,17024.196036465248,0.0,0.0
23218.873699052856,16996.22444898235,0.0,0.0
23198.33613883101,16971.828435541756,0.0,0.0
23167.494658219734,16942.339038046168,0.0,0.0
23138.059616945582,16908.29511498204,0.0,0.0
23143.018235242074,16884.37353645079,0.0,0.0
23129.728954420436,16861.95313965021,0.0,0.0
23123.620952398214,16843.331046605737,0.0,0.0
23080.63600034724,16808.44266981443,0.0,0.0
23061.707070271932,16779.753535972854,0.0,0.0
23060.82732759116,16755.463173858087,0.0,0.0
23058.78566434293,16735.920462334987,0.0,0.0
23032.897428631575,16710.538036616577,0.0,0.0
22995.435811167972,16677.44707154615,0.0,0.0
22940.87395622393,16633.342415072417,0.0,0.0
22914.432585583647,16593.912023700494,0.0,0.0
22886.258362656845,16556.92414765541,0.0,0.0
22889.40240367194,16530.688264256612,0.0,0.0
22877.34001226011,16506.465532680966,0.0,0.0
22867.52895006111,16479.38569720804,0.0,0.0
22846.422938297685,16448.654491903304,0.0,0.0
22835.50655399756,16426.495241775294,0.0,0.0
22829.8653530155,16406.49565068885,0.0,0.0
22826.11367518059,16389.257336091705,0.0,0.0
22793.59683199567,16360.575328991396,0.0,0.0
22817.349712564006,16353.385704616676,0.0,0.0
22823.550823514564,16343.76764077413,0.0,0.0
22813.537999256256,16333.02888373808,0.0,0.0
22811.286185984314,16320.574195614705,0.0,0.0
22791.50410185625,16300.189202821099,0.0,0.0
22791.777364737594,16280.108816015461,0.0,0.0
22762.00701013604,16252.769542311866,0.0,0.0
22769.2606302528,16233.62402061878,0.0,0.0
22757.495900263228,16210.531565547662,0.0,0.0
22742.045421583367,16185.50666490518,0.0,0.0
22719.454590296173,16160.800642118893,0.0,0.0
22702.83268812216,16130.374256569841,0.0,0.0
22676.534290462576,16093.643947275381,0.0,0.0
22661.185856839333,16063.91864902659,0.0,0.0
22674.16969215813,16052.870054565412,0.0,0.0
22671.966301030767,16039.386072773688,0.0,0.0
22689.02251953139,16032.429083129635,0.0,0.0
22682.372077151587,16021.027093906872,0.0,0.0
22657.048282098818,15997.92537702126,0.0,0.0
22624.953711860086,15967.762835819527,0.0,0.0
22601.813006224795,15939.930221452141,0.0,0.0
22581.20767453022,15909.351625100931,0.0,0.0
22576.451353436863,15882.990369319503,0.0,0.0
22579.573222070085,15866.5128253508,0.0,0.0
22537.014762537896,15831.834914607763,0.0,0.0
22515.759157101467,15797.3480809411,0.0,0.0
22512.26269409237,15772.075796397603,0.0,0.0
22499.715519713496,15749.607269565156,0.0,0.0
22505.340047077858,15736.853056511762,0.0,0.0
22489.99604582385,15712.957559761375,0.0,0.0
22477.040712002912,15690.996961359611,0.0,0.0
22483.69358949601,15673.722694260066,0.0,0.0
22476.465310797674,15653.080563895664,0.0,0.0
22463.51242898909,15626.50518628671,0.0,0.0
22487.309741215056,15619.605354921598,0.0,0.0
22497.995254170084,15613.952073181004,0.0,0.0
22465.02008158023,15588.461720372961,0.0,0.0
22422.956206276285,15547.661213418949,0.0,0.0
22402.092248697,15514.316316153265,0.0,0.0
22397.622254785736,15489.77451926495,0.0,0.0
22415.3484064845,15476.990441120182,0.0,0.0
22381.0502709869,15451.664602420344,0.0,0.0
22368.146426124775,15426.02432640885,0.0,0.0
22357.5553491058,15407.050809544466,0.0,0.0
22339.082250319578,15387.800272103292,0.0,0.0
22333.355583437344,15367.297434168424,0.0,0.0
22341.640493386232,15351.702846249624,0.0,0.0
22318.287214129065,15328.661462679438,0.0,0.0
22325.643734893078,15316.848611146097,0.0,0.0
22313.077867957643,15298.01716652845,0.0,0.0
22309.888867423582,15286.063758473581,0.0,0.0
22298.582295112054,15271.513683906482,0.0,0.0
22274.174679021242,15246.715151130888,0.0,0.0
22266.158530686218,15227.502936182353,0.0,0.0
22269.192521865436,15213.860822611943,0.0,0.0
22252.34991398753,15195.70997026816,0.0,0.0
22253.4113156373,15183.620294820019,0.0,0.0
22238.47598903825,15161.933965228078,0.0,0.0
22237.289451541157,15142.20641519254,0.0,0.0
22235.160994986658,15125.185597436548,0.0,0.0
22229.040428857887,15107.226711666988,0.0,0.0
22195.57667255024,15074.905873881391,0.0,0.0
22201.368756073156,15058.878778069587,0.0,0.0
22188.561913640664,15042.705986828976,0.0,0.0
22204.043678685655,15034.20721057985,0.0,0.0
22195.127090724935,15016.219419260773,0.0,0.0
22183.098723684237,14999.292179767548,0.0,0.0
22184.646963329647,14990.668611434441,0.0,0.0
22159.63435127149,14967.721448041404,0.0,0.0
22173.71052303992,14953.70042679282,0.0,0.0
22167.69622958153,14942.031995873887,0.0,0.0
22164.62126351584,14933.05469301426,0.0,0.0
22167.469247990302,14928.530370771221,0.0,0.0
22142.139464383727,14904.04510358409,0.0,0.0
22122.287693402963,14877.024159488925,0.0,0.0
22150.58352282912,14868.030432599575,0.0,0.0
22155.57600414491,14861.97369635425,0.0,0.0
22155.39139604449,14852.029564537863,0.0,0.0
22171.20860403739,14846.093041893342,0.0,0.0
22153.516418562678,14824.635135060578,0.0,0.0
22147.60683800085,14801.52467766817,0.0,0.0
22137.86115726291,14778.740275146132,0.0,0.0
22132.10867532232,14755.76303645079,0.0,0.0
22086.141528604232,14719.985031663562,0.0,0.0
22074.834111467433,14691.465530819161,0.0,0.0
22074.501361569735,14673.929773230271,0.0,0.0
22090.82900990764,14668.781637755947,0.0,0.0
22081.52830035143,14658.807654053491,0.0,0.0
22082.436690736824,14650.68007626781,0.0,0.0
22096.29168849924,14644.69353433025,0.0,0.0
22075.178569277843,14626.931470676784,0.0,0.0
22068.27805489077,14608.45498971203,0.0,0.0
22073.65081977732,14592.824857977166,0.0,0.0
22090.162081695493,14593.303357532594,0.0,0.0
22101.12219781223,14592.750033370558,0.0,0.0
22083.228430861756,14581.211697465813,0.0,0.0
22102.170645561986,14578.08069829002,0.0,0.0
22086.51729069348,14568.512412648231,0.0,0.0
22059.822205264834,14544.196701665087,0.0,0.0
22050.574897987935,14526.506803360964,0.0,0.0
22053.46675387362,14517.421418382035,0.0,0.0
22058.94682635054,14508.722465367437,0.0,0.0
22044.384786387687,14490.94719460562,0.0,0.0
22018.074799096117,14468.636819067548,0.0,0.0
21984.33205002921,14439.64676394781,0.0,0.0
21980.96277691848,14415.179552757201,0.0,0.0
21961.03620965083,14392.281915932232,0.0,0.0
21950.788378186302,14371.559323039286,0.0,0.0
21953.727709389885,14353.512123818122,0.0,0.0
21941.84760941773,14331.290111744413,0.0,0.0
21936.75141987486,14309.086308209618,0.0,0.0
21946.1503962465,14296.803963252549,0.0,0.0
21960.928148454143,14289.909149549092,0.0,0.0
21963.382819439976,14279.93669970996,0.0,0.0
21947.907946863466,14259.719635100966,0.0,0.0
21955.478682555877,14251.200020892638,0.0,0.0
21945.080268538346,14233.383602369468,0.0,0.0
21933.33282224217,14213.576075425213,0.0,0.0
21917.176781025348,14194.91270153979,0.0,0.0
21939.87759092053,14189.327260780012,0.0,0.0
21940.046449541143,14181.87058086674,0.0,0.0
21940.553181349558,14170.431405857125,0.0,0.0
21923.44424650594,14152.844869777648,0.0,0.0
21933.492027883716,14141.829720008505,0.0,0.0
21940.859976336145,14130.369309042422,0.0,0.0
